Iteration;real reward;Average (50 iters);Std;Niederwert;Hochwert
2373;62.83868273;59.57149105;2.985942425;56.58554863;62.55743348
2374;102.7343992;59.7335217;3.181068608;56.55245309;62.91459031
2375;77.0810583;60.20987943;3.392160527;56.81771891;63.60203996
2376;76.1056149;59.65698437;3.60912271;56.04786166;63.26610707
2377;73.31830272;60.77369351;3.901616837;56.87207667;64.67531035
2378;-9.627881538;59.76625758;4.271170978;55.4950866;64.03742855
2379;37.19964079;62.28673972;4.542238207;57.74450151;66.82897792
2380;31.56674273;63.11248149;4.804982769;58.30749872;67.91746426
2381;-3.793586237;60.55445316;4.988311939;55.56614122;65.5427651
2382;27.09022292;61.30431094;5.110593864;56.19371707;66.4149048
2383;52.40130724;59.32878057;5.218357531;54.11042304;64.5471381
2384;56.43291366;60.00294634;5.372853642;54.6300927;65.37579999
2385;122.3502173;59.07439752;5.581366612;53.49303091;64.65576413
2386;85.46604526;59.44927458;5.863524177;53.5857504;65.31279876
2387;93.72222945;57.62631891;6.156523017;51.46979589;63.78284193
2388;120.9165249;58.58912747;6.462738923;52.12638854;65.05186639
2389;124.9720026;57.83541813;6.771399033;51.0640191;64.60681717
2390;60.23541284;58.07902684;7.166232562;50.91279427;65.2452594
2391;75.56459318;57.7927091;7.569957276;50.22275182;65.36266637
2392;30.9882155;57.18339198;7.983145394;49.20024659;65.16653738
2393;74.91964134;56.55790778;8.361217956;48.19668983;64.91912574
2394;-1.670566188;54.67487769;8.782735584;45.8921421;63.45761327
2395;85.70572848;54.06366609;9.16834409;44.895322;63.23201018
2396;67.27740963;51.93762594;9.504055142;42.4335708;61.44168109
2397;35.39507262;49.79983452;9.793418376;40.00641614;59.5932529
2398;41.76870989;49.07761004;10.02658512;39.05102492;59.10419515
2399;101.5589456;48.69288854;10.22453579;38.46835275;58.91742433
2400;25.5098011;48.08828152;10.44548497;37.64279655;58.53376649
2401;54.06939562;47.56779227;10.61717581;36.95061646;58.18496807
2402;72.30895351;45.6432372;10.78547832;34.85775888;56.42871552
2403;43.5146506;43.54750226;10.93170569;32.61579656;54.47920795
2404;101.106107;44.72283033;11.04548043;33.6773499;55.76831075
2405;74.61638516;44.35969201;11.12120608;33.23848593;55.4808981
2406;-31.50548677;45.75596296;11.17769365;34.57826932;56.93365661
2407;80.25969943;47.15286361;11.24106425;35.91179936;58.39392786
2408;-24.49022542;47.36230856;11.28702078;36.07528778;58.64932934
2409;19.75765744;45.68745966;11.32033922;34.36712045;57.00779888
2410;9.753706037;43.92897307;11.29911258;32.62986048;55.22808565
2411;109.1840702;41.66149701;11.26777572;30.39372129;52.92927274
2412;20.38196104;40.74733737;11.2291891;29.51814827;51.97652647
2413;90.79200989;39.70243168;11.20510143;28.49733024;50.90753311
2414;8.93752117;38.83520691;11.15443413;27.68077278;49.98964105
2415;79.9037691;35.98876128;11.03510764;24.95365363;47.02386892
2416;8.406413533;35.21339296;10.93743358;24.27595938;46.15082654
2417;33.63751738;34.19320371;10.80079865;23.39240506;44.99400235
2418;-20.18306686;34.2021063;10.62094584;23.58116046;44.82305214
2419;-2.808196466;32.38505617;10.38813807;21.9969181;42.77319424
2420;32.78144707;32.42027805;10.17349379;22.24678426;42.59377183
2421;-10.78668966;32.5171886;9.94358757;22.57360103;42.46077617
2422;18.8566609;32.30952734;9.750153299;22.55937404;42.05968063
2423;6.436451028;32.40818547;9.616629658;22.79155581;42.02481512
2424;43.21788635;31.64919503;9.485727516;22.16346752;41.13492255
2425;71.8994413;29.88291567;9.317887525;20.56502814;39.20080319
2426;50.53610636;29.90955761;9.180090187;20.72946742;39.0896478
2427;-22.04669358;29.30640413;9.046617088;20.25978704;38.35302121
2428;-33.56417918;28.03663687;8.923913515;19.11272335;36.96055038
2429;50.31384994;28.6268948;8.822537053;19.80435775;37.44943186
2430;18.67958662;26.46539143;8.672928147;17.79246328;35.13831957
2431;102.7765613;24.88323182;8.500929321;16.3823025;33.38416114
2432;67.44834659;25.62072753;8.27148925;17.34923828;33.89221678
2433;37.77191538;24.09844583;7.964462229;16.1339836;32.06290806
2434;-33.01598632;24.96598545;7.573254789;17.39273066;32.53924023
2435;-33.24990279;24.70193442;7.194534342;17.50740008;31.89646877
2436;6.708938426;24.60834487;6.847519579;17.76082529;31.45586445
2437;38.84390354;23.00831269;6.570360603;16.43795208;29.57867329
2438;40.4320392;23.02821857;6.330714822;16.69750375;29.3589334
2439;76.68806186;21.40002234;6.127052148;15.2729702;27.52707449
2440;-20.19672488;23.02154578;5.994144639;17.02740114;29.01569042
2441;20.69162876;20.40182004;5.973541121;14.42827892;26.37536116
2442;23.53494126;20.33108165;5.969371175;14.36171047;26.30045282
2443;31.44224793;20.82731475;6.027562775;14.79975198;26.85487753
2444;-17.74991552;21.79444815;6.085773031;15.70867512;27.88022118
2445;0.125749603;22.09561952;6.198298972;15.89732055;28.2939185
2446;90.64816676;21.83903533;6.275232548;15.56380278;28.11426788
2447;56.68668508;21.91184983;6.391488766;15.52036107;28.3033386
2448;40.42663731;21.05101786;6.55019524;14.50082262;27.6012131
2449;3.060197788;20.53233982;6.695304691;13.83703513;27.22764451
2450;11.47869798;21.17147501;6.851593242;14.31988176;28.02306825
2451;26.86854003;19.37910552;7.04942594;12.32967958;26.42853146
2452;23.30856796;18.51443394;7.251184808;11.26324913;25.76561875
2453;7.550823332;19.36243903;7.467031438;11.89540759;26.82947047
2454;73.61780535;20.12978699;7.722912569;12.40687443;27.85269956
2455;-9.130565123;19.30440313;7.997545443;11.30685768;27.30194857
2456;-6.073754828;19.46498346;8.315222645;11.14976081;27.7802061
2457;6.106794627;18.04918461;8.634607838;9.414576777;26.68379245
2458;2.623332674;16.77292435;8.899831633;7.873092715;25.67275598
2459;19.7542948;17.27501639;9.184964589;8.090051797;26.45998098
2460;6.29105536;17.70238143;9.424170987;8.278210446;27.12655242
2461;4.98063896;17.69078828;9.634122789;8.05666549;27.32491107
2462;27.58242872;17.31967917;9.822888887;7.496790278;27.14256805
2463;21.3971612;15.83407436;10.02793689;5.806137467;25.86201125
2464;7.754002196;14.78910073;10.24169943;4.547401298;25.03080017
2465;91.63521642;12.63671682;10.46571344;2.171003376;23.10243026
2466;-53.70224381;11.93580905;10.68559108;1.25021797;22.62140014
2467;4.798755628;11.36374756;10.89870504;0.465042517;22.2624526
2468;58.94540591;9.898738087;11.08557754;-1.18683945;20.98431562
2469;29.14073612;8.958653395;11.27989119;-2.321237799;20.23854459
2470;12.55154373;8.332322123;11.4565966;-3.124274479;19.78891873
2471;19.6956532;8.2404271;11.60217377;-3.361746673;19.84260087
2472;-7.073149958;6.32875116;11.73935629;-5.410605129;18.06810745
2473;-25.04576984;4.5864721;11.83424488;-7.247772779;16.42071698
2474;-20.01612897;3.734753446;11.91465137;-8.179897927;15.64940482
2475;75.81378085;3.023706083;11.97464754;-8.95094146;14.99835363
2476;-19.51140255;2.386854677;12.03719197;-9.65033729;14.42404664
2477;6.43785599;1.229472474;12.08808827;-10.8586158;13.31756074
2478;21.2015659;0.261892517;12.1528772;-11.89098468;12.41476971
2479;5.570567033;-0.860696907;12.17594595;-13.03664286;11.31524904
2480;8.219272701;-2.781190165;12.12207045;-14.90326061;9.340880282
2481;26.86918333;-3.576528971;12.05668468;-15.63321365;8.480155705
2482;30.57082047;-3.920522835;11.9910903;-15.91161314;8.070567468
2483;2.359073012;-4.206262006;11.96016187;-16.16642387;7.753899863
2484;63.37860932;-4.925382531;11.94446726;-16.86984979;7.019084729
2485;-11.22036896;-5.403036419;11.8818765;-17.28491292;6.478840082
2486;-33.84115368;-5.601789352;11.76103791;-17.36282726;6.159248557
2487;-12.21762632;-6.085241685;11.56564306;-17.65088474;5.480401371
2488;-36.92194154;-6.565575857;11.34936992;-17.91494577;4.78379406
2489;-12.86161582;-7.895731638;11.09939813;-18.99512977;3.203666491
2490;-33.0835178;-8.267724849;10.81130097;-19.07902582;2.543576123
2491;-55.94302086;-10.28740616;10.54354533;-20.83095149;0.256139178
2492;-8.483507387;-9.595123586;10.22824987;-19.82337345;0.63312628
2493;-51.18054185;-9.844241291;9.865013654;-19.70925495;0.020772363
2494;-16.50207137;-11.48354344;9.49527261;-20.97881605;-1.988270828
2495;-49.69281038;-12.83848368;9.121090167;-21.95957384;-3.717393508
2496;-4.560896599;-13.43852093;8.721613678;-22.16013461;-4.716907251
2497;-6.847306142;-14.29463914;8.287799966;-22.58243911;-6.006839174
2498;-32.16954701;-14.43491769;7.899426843;-22.33434453;-6.535490843
2499;-3.011014036;-14.58751836;7.558783638;-22.146302;-7.028734726
2500;-33.20321771;-14.80926631;7.238740799;-22.04800711;-7.57052551
2501;-21.00072371;-16.83460427;6.934068663;-23.76867294;-9.900535612
2502;-32.15795234;-16.23393143;6.657118505;-22.89104994;-9.576812926
2503;-26.03800987;-17.24094812;6.447342341;-23.68829046;-10.79360578
2504;-49.70123727;-18.07743282;6.291722405;-24.36915522;-11.78571041
2505;-24.32735081;-17.8507564;6.242004503;-24.0927609;-11.6087519
2506;-49.69284423;-18.11464719;6.352311489;-24.46695868;-11.7623357
2507;-23.61744189;-19.88895082;6.574040598;-26.46299141;-13.31491022
2508;-8.465903099;-21.06910172;6.79742671;-27.86652843;-14.27167501
2509;-34.05181412;-21.77594531;7.08184944;-28.85779475;-14.69409587
2510;-4.606053499;-22.42042177;7.443269675;-29.86369145;-14.9771521
2511;-3.845344217;-22.76843831;7.883277963;-30.65171627;-14.88516034
2512;-19.67543002;-22.13936101;8.382489463;-30.52185047;-13.75687154
2513;3.085385972;-22.89819027;8.959656724;-31.857847;-13.93853355
2514;-46.44078365;-21.60158395;9.540144931;-31.14172888;-12.06143902
2515;-11.21765155;-20.54629797;10.13477819;-30.68107616;-10.41151978
2516;-11.36853024;-19.85783171;10.81765661;-30.67548833;-9.040175101
2517;-18.39583272;-18.38801435;11.48744932;-29.87546367;-6.900565031
2518;-7.906247365;-16.80804345;12.15328169;-28.96132515;-4.654761761
2519;-24.65900357;-14.90661349;12.80340246;-27.71001595;-2.103211031
2520;-39.96121598;-14.48440832;13.50695188;-27.9913602;-0.977456441
2521;-18.05035622;-12.34248254;14.28644215;-26.62892469;1.943959617
2522;-23.96637553;-12.5922306;15.04382034;-27.63605094;2.451589746
2523;-14.22735581;-12.16266647;15.77189195;-27.93455842;3.609225479
2524;-32.82840444;-9.93214452;16.46937641;-26.40152093;6.537231889
2525;-31.32527418;-8.698947304;17.15136453;-25.85031183;8.452417226
2526;-27.4784554;-8.119809451;17.80737035;-25.9271798;9.687560897
2527;11.12291247;-6.824021905;18.39561756;-25.21963946;11.57159565
2528;-44.91999531;-5.27458087;18.97029071;-24.24487158;13.69570984
2529;-21.45915351;-4.400941528;19.54299968;-23.94394121;15.14205815
2530;17.1310644;-2.251432212;20.0826337;-22.33406592;17.83120149
2531;-5.239157832;0.245714858;20.57240594;-20.32669108;20.8181208
2532;-63.62030145;2.369629262;21.0231618;-18.65353254;23.39279106
2533;-29.61687583;2.417559141;21.49402717;-19.07646803;23.91158631
2534;-33.68994975;3.867861661;21.95669174;-18.08883007;25.8245534
2535;30.51030962;5.553559235;22.35266759;-16.79910835;27.90622682
2536;-28.96921219;7.524534308;22.65810704;-15.13357273;30.18264135
2537;-1.758211358;9.346793679;22.9408696;-13.59407592;32.28766328
2538;-50.91791902;11.60336151;23.23832333;-11.63496182;34.84168485
2539;29.20498082;12.57109973;23.49549198;-10.92439225;36.06659172
2540;40.95796945;13.71283543;23.73438701;-10.02155158;37.44722245
2541;2.028261105;16.643625;23.93098422;-7.287359219;40.57460922
2542;19.01766477;17.68603599;24.09008185;-6.404045855;41.77611784
2543;72.09500832;18.96035219;24.25986391;-5.299511719;43.2202161
2544;45.79238628;19.9869941;24.37366313;-4.386669025;44.36065723
2545;5.030392327;22.73524122;24.49525744;-1.760016219;47.23049866
2546;59.54540459;26.21595269;24.57563303;1.640319657;50.79158571
2547;-17.29804765;27.67009063;24.61200343;3.058087203;52.28209406
2548;15.06046417;29.04642118;24.6027468;4.443674384;53.64916798
2549;81.58707254;30.21255169;24.51885316;5.693698528;54.73140485
2550;59.88204396;31.72140478;24.38334833;7.338056446;56.10475311
2551;-3.667187189;33.01085186;24.18957769;8.82127417;57.20042955
2552;45.08444114;33.95600098;23.93926691;10.01673407;57.89526789
2553;46.86354046;35.25011614;23.64866813;11.60144801;58.89878426
2554;18.51759652;37.59822865;23.29834531;14.29988334;60.89657396
2555;59.92373787;39.19158075;22.91451281;16.27706793;62.10609356
2556;103.0271498;39.81428285;22.49975169;17.31453116;62.31403454
2557;58.62679035;40.96920334;22.06202207;18.90718127;63.03122541
2558;-21.17301804;44.78160442;21.58550181;23.19610261;66.36710624
2559;65.49952543;47.71362128;21.02903493;26.68458635;68.7426562
2560;51.91876214;48.94676505;20.44206182;28.50470323;69.38882686
2561;95.9136752;49.53737965;19.81038117;29.72699848;69.34776082
2562;89.08988371;51.84663962;19.14013746;32.70650216;70.98677709
2563;95.40952947;54.50434581;18.46079206;36.04355375;72.96513786
2564;52.44003522;56.90013729;17.78254001;39.11759727;74.6826773
2565;11.78773711;58.26718102;17.06978606;41.19739496;75.33696707
2566;138.2526164;59.15596518;16.33458558;42.8213796;75.49055075
2567;41.79443019;60.48173696;15.65555832;44.82617864;76.13729528
2568;46.59429338;62.49297723;14.96948121;47.52349602;77.46245844
2569;44.45249026;62.46922344;14.24509332;48.22413012;76.71431675
2570;115.5015995;63.94572171;13.47927778;50.46644392;77.42499949
2571;137.5550687;65.33742238;12.74890677;52.58851562;78.08632915
2572;56.11067896;64.96293914;12.10705974;52.8558794;77.06999888
2573;46.22648265;66.84218149;11.47409661;55.36808487;78.3162781
2574;45.24529996;67.21766102;10.85267106;56.36498996;78.07033208
2575;44.12310314;66.28682584;10.23099226;56.05583358;76.5178181
2576;34.43652698;66.06678556;9.630149524;56.43663604;75.69693509
2577;20.72414969;66.65902687;9.029896566;57.6291303;75.68892343
2578;77.12278544;66.96019765;8.414571052;58.5456266;75.3747687
2579;74.83374292;66.10844232;7.800069181;58.30837314;73.9085115
2580;59.80180347;67.16491654;7.24665976;59.91825678;74.4115763
2581;48.88887164;66.44984583;6.721709282;59.72813654;73.17155511
2582;53.66178727;65.28924099;6.173000797;59.11624019;71.46224178
2583;130.8121536;63.67351409;5.639115521;58.03439857;69.31262961
2584;119.9159838;63.61758462;5.329987396;58.28759723;68.94757202
2585;29.20038251;63.49981959;5.155171737;58.34464786;68.65499133
2586;60.63165446;61.96192023;4.977739799;56.98418043;66.93966003
2587;88.80304641;59.58046823;4.813157292;54.76731094;64.39362552
2588;133.784804;59.22671863;4.763469734;54.46324889;63.99018836
2589;71.26744643;57.93188747;4.780298504;53.15158896;62.71218597
2590;98.92421114;57.87491587;4.865148894;53.00976698;62.74006477
2591;86.28596161;58.49586285;4.968182766;53.52768008;63.46404561
2592;69.64262198;59.13639704;5.073451421;54.06294562;64.20984846
2593;121.5909186;61.19356232;5.209371803;55.98419051;66.40293412
2594;70.88356478;59.82939921;5.383914635;54.44548457;65.21331384
2595;121.0937981;59.17064658;5.555096729;53.61554985;64.72574331
2596;76.00712689;57.01102436;5.686617421;51.32440694;62.69764178
2597;40.44675923;54.87871333;5.790283839;49.08842949;60.66899717
2598;78.5433119;54.12375674;5.828388989;48.29536775;59.95214573
2599;34.2099204;53.0605843;5.765108905;47.2954754;58.82569321
2600;34.11447825;53.2214923;5.680566452;47.54092585;58.90205875
2601;48.65998995;52.93238081;5.615441436;47.31693937;58.54782225
2602;26.53711922;54.2986967;5.521391257;48.77730544;59.82008796
2603;60.44415123;55.05400942;5.391246086;49.66276333;60.44525551
2604;3.4240187;55.94807343;5.227629159;50.72044427;61.17570259
2605;72.39778163;57.02677313;5.046866543;51.97990659;62.07363968
2606;23.45513148;56.96831824;4.790012019;52.17830622;61.75833026
2607;43.83630297;56.70480052;4.513175503;52.19162501;61.21797602
2608;-23.77528153;55.67957536;4.259335667;51.42023969;59.93891103
2609;-24.02542074;52.92149298;4.069394838;48.85209814;56.99088782
2610;59.49350894;52.70157694;3.89734949;48.80422745;56.59892643
2611;-26.51410563;54.8639112;3.701410882;51.16250032;58.56532209
2612;-25.5403767;55.03565446;3.604266179;51.43138828;58.63992064
2613;71.04865414;53.54948441;3.641388581;49.90809583;57.19087299
2614;29.37314025;53.78100003;3.708322147;50.07267788;57.48932218
2615;49.53448396;52.68413013;3.833155369;48.85097477;56.5172855
2616;43.45603267;52.31414139;3.981997209;48.33214419;56.2961386
2617;170.9198602;52.14360351;4.086351474;48.05725203;56.22995498
2618;146.7098595;50.80563877;4.08147598;46.72416279;54.88711475
2619;-22.97802519;48.80458954;3.994892592;44.80969695;52.79948214
2620;10.85610604;48.38836329;4.009122838;44.37924045;52.39748613
2621;5.360866234;48.26357883;4.067378754;44.19620008;52.33095758
2622;28.80720641;47.58013379;4.256474318;43.32365947;51.83660811
2623;17.60789281;49.24029343;4.396876066;44.84341736;53.63716949
2624;-7.995311758;50.36363477;4.537211786;45.82642299;54.90084656
2625;53.4516078;49.89176864;4.66988573;45.22188291;54.56165437
2626;29.37841729;49.5616966;4.806684284;44.75501232;54.36838089
2627;104.1186372;50.25716323;4.927442661;45.32972057;55.18460589
2628;59.2450985;49.97008246;5.027135586;44.94294687;54.99721805
2629;122.72005;49.81837213;5.091032376;44.72733976;54.90940451
2630;129.8474278;51.2048428;5.146122977;46.05871983;56.35096578
2631;56.82060394;51.25250756;5.200593256;46.0519143;56.45310081
2632;35.44946768;53.1023714;5.2302163;47.8721551;58.3325877
2633;1.375304347;53.95199887;5.273119249;48.67887962;59.22511811
2634;-9.850047941;56.65184395;5.358896421;51.29294753;62.01074037
2635;108.700266;58.44000709;5.485565907;52.95444119;63.925573
2636;139.4794298;57.49070193;5.591859484;51.89884245;63.08256142
2637;69.39056032;59.16790756;5.671186958;53.4967206;64.83909451
2638;13.00837422;60.71110693;5.750219664;54.96088726;66.46132659
2639;145.5921005;61.27003825;5.857554185;55.41248406;67.12759243
2640;15.32708176;62.05751295;5.925239909;56.13227304;67.98275286
2641;80.05478538;62.76805926;5.967244852;56.80081441;68.73530411
2642;77.58852939;62.10190566;5.977234455;56.12467121;68.07914011
2643;1.406420585;58.91670831;5.993274464;52.92343385;64.90998277
2644;19.53740785;57.68314675;5.975465295;51.70768146;63.65861204
2645;49.65602588;60.33316047;5.899237663;54.43392281;66.23239813
2646;114.7297905;61.21945806;5.812757794;55.40670027;67.03221586
2647;41.15142973;63.74903662;5.697825595;58.05121103;69.44686222
2648;125.1149008;62.47714105;5.563914058;56.91322699;68.04105511
2649;135.8337206;62.78997108;5.420732663;57.36923842;68.21070374
2650;10.14474734;63.08108707;5.255018271;57.8260688;68.33610534
2651;17.28080457;63.51836782;5.092439791;58.42592802;68.61080761
2652;84.12878804;63.4888935;4.906653304;58.5822402;68.3955468
2653;11.8959999;62.77930804;4.718937103;58.06037093;67.49824514
2654;52.70692458;61.48895432;4.495660694;56.99329362;65.98461501
2655;74.13402278;61.18490806;4.242311072;56.94259699;65.42721913
2656;74.82868423;61.38114313;3.994900411;57.38624272;65.37604354
2657;117.7981874;60.07980627;3.682432652;56.39737362;63.76223892
2658;87.16730369;60.89644368;3.413870763;57.48257291;64.31031444
2659;113.9168177;63.00063739;3.147347087;59.85329031;66.14798448
2660;67.17089959;65.41587957;2.987418807;62.42846077;68.40329838
2661;11.07894579;65.3027641;2.888496678;62.41426742;68.19126077
2662;59.02338115;63.85854082;2.742743052;61.11579777;66.60128387
2663;53.16279128;64.06958625;2.660330618;61.40925563;66.72991687
2664;99.55415152;65.9888031;2.616445251;63.37235785;68.60524835
2665;69.53435005;64.82152287;2.582354428;62.23916844;67.4038773
2666;85.77234558;64.81925348;2.562722647;62.25653083;67.38197613
2667;9.482199163;64.10608829;2.562671709;61.54341658;66.66876
2668;8.474795428;65.00069668;2.545488008;62.45520867;67.54618469
2669;83.79821988;65.39996672;2.424356427;62.97561029;67.82432315
2670;112.1726746;66.14791144;2.228507568;63.91940387;68.37641901
2671;56.05728326;67.18872867;2.157755684;65.03097299;69.34648436
2672;134.3693727;67.26785401;2.120124133;65.14772987;69.38797814
2673;-36.05946779;68.63635638;2.179304334;66.45705204;70.81566071
2674;33.56222437;66.84960566;2.186399585;64.66320608;69.03600525
2675;6.85160356;64.60569097;2.184336126;62.42135485;66.7900271
2676;75.75292595;66.98069261;2.174320169;64.80637244;69.15501278
2677;27.87522719;67.84663309;2.172406714;65.67422638;70.01903981
2678;67.92977857;67.77613782;2.167420073;65.60871775;69.94355789
2679;-6.562941106;68.31618407;2.157363019;66.15882105;70.47354709
2680;107.2136908;69.0593662;2.11040565;66.94896055;71.16977185
2681;139.8554163;68.10470343;2.049539605;66.05516383;70.15424303
2682;-9.547575821;67.21837398;1.998502991;65.21987099;69.21687697
2683;77.09797547;66.14243778;1.884744525;64.25769326;68.02718231
2684;108.6891838;65.53327481;1.812484808;63.72079;67.34575962
2685;113.3273033;64.57073609;1.866101549;62.70463454;66.43683764
2686;102.9313766;63.58691767;1.962578367;61.6243393;65.54949603
2687;65.82404271;64.85748662;2.160397825;62.69708879;67.01788444
2688;80.15387723;65.50844862;2.346087847;63.16236077;67.85453646
2689;110.8884334;64.9575199;2.466932208;62.49058769;67.42445211
2690;86.06080892;63.93282281;2.55711251;61.3757103;66.48993531
2691;15.21134294;64.13375689;2.644325154;61.48943174;66.77808204
2692;43.68336071;62.77223755;2.690051533;60.08218602;65.46228908
2693;123.2135572;63.54085194;2.74210854;60.7987434;66.28296048
2694;21.76919258;64.10887584;2.792390999;61.31648484;66.90126684
2695;57.68258877;63.44046554;2.806948813;60.63351672;66.24741435
2696;102.7377047;62.95863905;2.808460821;60.15017823;65.76709987
2697;118.7651825;62.72809037;2.784876854;59.94321352;65.51296722
2698;110.9450507;60.9551625;2.779278476;58.17588403;63.73444098
2699;33.99061429;62.13899284;2.7748122;59.36418064;64.91380504
2700;21.39407143;62.91944675;2.801760546;60.1176862;65.72120729
2701;131.2698308;64.22076773;2.832368171;61.38839956;67.0531359
2702;61.44376925;63.72642821;2.8940208;60.83240741;66.62044901
2703;80.53352921;64.16031282;2.942055051;61.21825777;67.10236787
2704;39.43835846;63.50274677;2.991168716;60.51157805;66.49391548
2705;90.60921337;65.14223073;3.018819117;62.12341161;68.16104984
2706;25.44622147;64.4631038;3.007881783;61.45522202;67.47098558
2707;29.62588217;63.61723721;2.938587678;60.67864953;66.55582489
2708;62.92544147;63.94833609;2.866039834;61.08229626;66.81437592
2709;56.09999202;63.2242214;2.81948052;60.40474088;66.04370192
2710;64.82734295;61.24682292;2.771912843;58.47491008;64.01873577
2711;16.99616005;60.53815839;2.753465899;57.78469249;63.29162429
2712;75.87796221;58.34471444;2.734606294;55.61010815;61.07932073
2713;92.22244316;58.11543267;2.685695676;55.42973699;60.80112835
2714;25.0654268;59.11286983;2.614663286;56.49820654;61.72753311
2715;47.29459967;59.39743184;2.551671845;56.84576;61.94910368
2716;79.78198839;59.50321934;2.514325061;56.98889428;62.0175444
2717;16.33485929;60.65536207;2.473844656;58.18151742;63.12920673
2718;48.68153317;60.3640611;2.458473489;57.90558761;62.82253459
2719;37.44401405;60.1886227;2.432927636;57.75569507;62.62155034
2720;49.7092945;61.47194309;2.388075761;59.08386733;63.86001885
2721;87.59952382;61.50210299;2.365963282;59.1361397;63.86806627
2722;44.29930059;61.51217734;2.349787056;59.16239029;63.8619644
2723;43.9500515;60.24385065;2.353724874;57.89012578;62.59757553
2724;24.31587946;58.43751646;2.411203665;56.0263128;60.84872013
2725;73.36537362;58.81038203;2.481433615;56.32894842;61.29181565
2726;73.21897363;59.90491395;2.513473132;57.39144081;62.41838708
2727;50.54161047;57.26464774;2.494634408;54.77001333;59.75928214
2728;50.00334222;56.56168767;2.49711522;54.06457245;59.05880289
2729;34.39390986;56.1700161;2.486432443;53.68358366;58.65644854
2730;77.05074093;55.75016639;2.548455024;53.20171137;58.29862142
2731;72.57821746;55.39508515;2.529004442;52.8660807;57.92408959
2732;96.7162203;57.59488186;2.516874069;55.07800779;60.11175593
2733;7.338466996;58.58412358;2.526980933;56.05714265;61.11110451
2734;40.16812614;58.6792734;2.549372738;56.12990066;61.22864614
2735;7.841861717;59.42657932;2.574423256;56.85215607;62.00100258
2736;77.185412;58.87472008;2.657693439;56.21702664;61.53241352
2737;-8.934264774;60.4289989;2.724813218;57.70418568;63.15381212
2738;54.13067247;60.23418289;2.876753981;57.35742891;63.11093687
2739;131.0231722;59.82812942;3.021892162;56.80623725;62.85002158
2740;125.4010961;60.61977686;3.113766796;57.50601006;63.73354365
2741;91.45597156;60.48152951;3.165626545;57.31590296;63.64715605
2742;73.9706221;59.62038762;3.185617177;56.43477044;62.8060048
2743;28.82701099;61.40762929;3.221041372;58.18658792;64.62867067
2744;114.2661991;62.07872566;3.248568425;58.83015723;65.32729408
2745;87.21853232;61.75406703;3.260949577;58.49311745;65.01501661
2746;59.22074344;62.27599335;3.279673081;58.99632027;65.55566643
2747;103.251497;61.9379212;3.302668985;58.63525221;65.24059018
2748;54.08052123;62.93309502;3.325899397;59.60719562;66.25899442
2749;18.82200697;64.32385454;3.359215451;60.96463909;67.68307
2750;53.00675847;65.06666907;3.373436807;61.69323226;68.44010588
2751;77.215199;64.29969379;3.402550139;60.89714365;67.70224393
2752;-3.383746;63.46636238;3.474880572;59.99148181;66.94124295
2753;25.59280583;63.82739458;3.513285642;60.31410894;67.34068022
2754;60.55827927;63.75051069;3.558392755;60.19211794;67.30890345
2755;18.02602327;65.55453818;3.54973387;62.00480431;69.10427205
2756;72.50006982;64.54054569;3.529295936;61.01124975;68.06984162
2757;137.635854;64.02811858;3.416237891;60.61188069;67.44435647
2758;80.07720984;64.02893783;3.372288078;60.65664976;67.40122591
2759;67.77808229;64.73696946;3.376296001;61.36067346;68.11326546
2760;94.21259413;64.29338003;3.411666891;60.88171314;67.70504692
2761;36.68252156;65.49743278;3.453028754;62.04440403;68.95046153
2762;96.26437964;65.16190766;3.482583967;61.67932369;68.64449163
2763;65.94234593;68.09500622;3.532688946;64.56231728;71.62769517
2764;71.51371591;68.48305063;3.562682739;64.92036789;72.04573337
2765;65.43944636;67.2027619;3.587528112;63.61523379;70.79029002
2766;40.2439847;66.13988725;3.645846722;62.49404052;69.78573397
2767;35.86375226;65.01183705;3.700370795;61.31146625;68.71220784
2768;107.4841846;65.33294091;3.732483743;61.60045717;69.06542465
2769;82.90744768;65.21923269;3.764065048;61.45516764;68.98329773
2770;20.88642405;64.64711603;3.835730861;60.81138517;68.48284689
2771;76.32753679;64.57901782;3.950425557;60.62859226;68.52944338
2772;70.35784404;64.92025087;4.063363531;60.85688734;68.98361441
2773;95.05316552;65.02416448;4.141873797;60.88229069;69.16603828
2774;114.8787874;66.16570563;4.214916864;61.95078877;70.3806225
2775;62.19942019;66.93753499;4.271845882;62.6656891;71.20938087
2776;34.24963446;67.47624679;4.349127963;63.12711883;71.82537476
2777;30.71907177;68.48159408;4.415693767;64.06590031;72.89728785
2778;68.95425263;69.71215027;4.472813782;65.23933648;74.18496405
2779;46.08226377;70.97055254;4.505428964;66.46512357;75.4759815
2780;126.3993119;70.60779548;4.54631946;66.06147602;75.15411494
2781;25.33712372;71.36687538;4.590587876;66.77628751;75.95746326
2782;46.44443516;70.11214313;4.611210675;65.50093245;74.7233538
2783;96.75800215;69.8973827;4.585763832;65.31161887;74.48314653
2784;43.44807984;70.71124745;4.532922181;66.17832527;75.24416963
2785;17.54506535;71.90917646;4.50867934;67.40049712;76.4178558
2786;69.24855182;71.89684956;4.470853426;67.42599613;76.36770298
2787;60.07363091;72.57162079;4.479781766;68.09183903;77.05140256
2788;140.653762;72.25557797;4.446995632;67.80858234;76.7025736
